,gene,enzyme KO,superpathway,pathway,subpathway,enzyme,superpathway KO,pathway KO,subpathway KO,R12-T77,R12-T95,R12-T119,R12-T216,SynCom-T42,SynCom-T53,SynCom-T71,SynCom-T95
39,FW510-R12_contig_1_19,K01897,Metabolism,Lipid metabolism,Fatty acid degradation,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09100,ko09103,ko00071,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
40,FW510-R12_contig_1_19,K01897,Cellular Processes,Transport and catabolism,Peroxisome,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09140,ko09141,ko04146,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
41,FW510-R12_contig_1_19,K01897,Cellular Processes,Cell growth and death,Ferroptosis,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09140,ko09143,ko04216,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
42,FW510-R12_contig_1_19,K01897,Cellular Processes,Cellular community - prokaryotes,Quorum sensing,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09140,ko09145,ko02024,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
43,FW510-R12_contig_1_19,K01897,Organismal Systems,Endocrine system,Adipocytokine signaling pathway,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09150,ko09152,ko04920,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
44,FW510-R12_contig_1_19,K01897,Organismal Systems,Endocrine system,PPAR signaling pathway,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09150,ko09152,ko03320,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
45,FW510-R12_contig_1_19,K01897,Organismal Systems,Environmental adaptation,Thermogenesis,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09150,ko09159,ko04714,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
46,FW510-R12_contig_1_19,K01897,Brite Hierarchies,Protein families: metabolism,Lipid biosynthesis proteins,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09180,ko09181,ko01004,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
47,FW510-R12_contig_1_19,K01897,Brite Hierarchies,Protein families: signaling and cellular processes,Exosome,"ACSL, fadD; long-chain acyl-CoA synthetase",ko09180,ko09183,ko04147,-1.4105990922305003,-1.0420805444672452,0.06428488135487888,1.9240266436339577,0.4359505261520756,0.8371584183926486,-0.41758636078888356,-0.3911544720469399
48,FW510-R12_contig_1_24,K01990,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,ABC-2.A; ABC-2 type transport system ATP-binding,ko09180,ko09183,ko02000,0.5784674674572828,0.468026243816141,0.5790546744675991,0.6384701675947432,0.30386279632110724,-2.542095643719505,0.25956176815249093,-0.2853474740898556
49,FW510-R12_contig_1_25,K07978,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,plmA; GntR family transcriptional,ko09180,ko09182,ko03000,1.7390943227282503,0.34453893956494464,0.14192901424941962,-0.4225668689456549,0.2025817886307413,-2.124862119037276,0.2775236211596339,-0.1582386983500529
50,FW510-R12_contig_1_25,K07979,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,ytrA; GntR family transcriptional,ko09180,ko09182,ko03000,1.7390943227282503,0.34453893956494464,0.14192901424941962,-0.4225668689456549,0.2025817886307413,-2.124862119037276,0.2775236211596339,-0.1582386983500529
51,FW510-R12_contig_1_27,K07001,Not Included in Pathway or Brite,Unclassified,General function prediction,K07001; NTE family,ko09190,ko09194,ko99996,0.6439448163731738,0.43793267058272495,0.5480162102308754,-0.016996869010304227,0.45655303253937585,-2.5958741045068074,0.32393735995628087,0.2024868838346727
52,FW510-R12_contig_1_28,K03841,Metabolism,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09100,ko09101,ko00010,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
53,FW510-R12_contig_1_28,K03841,Metabolism,Carbohydrate metabolism,Pentose phosphate pathway,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09100,ko09101,ko00030,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
54,FW510-R12_contig_1_28,K03841,Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09100,ko09101,ko00051,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
55,FW510-R12_contig_1_28,K03841,Metabolism,Energy metabolism,Carbon fixation in photosynthetic organisms,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09100,ko09102,ko00710,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
56,FW510-R12_contig_1_28,K03841,Metabolism,Energy metabolism,Methane metabolism,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09100,ko09102,ko00680,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
57,FW510-R12_contig_1_28,K03841,Environmental Information Processing,Signal transduction,AMPK signaling pathway,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09130,ko09132,ko04152,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
58,FW510-R12_contig_1_28,K03841,Organismal Systems,Endocrine system,Insulin signaling pathway,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09150,ko09152,ko04910,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
59,FW510-R12_contig_1_28,K03841,Organismal Systems,Endocrine system,Glucagon signaling pathway,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09150,ko09152,ko04922,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
60,FW510-R12_contig_1_28,K03841,Brite Hierarchies,Protein families: signaling and cellular processes,Exosome,"FBP, fbp; fructose-1,6-bisphosphatase I",ko09180,ko09183,ko04147,0.9206028346092111,0.20630215755846873,0.5670774400125375,1.477438944483025,-1.8943076941382333,-0.3329679642553264,-0.9519438361144795,0.0077981178447716955
61,FW510-R12_contig_1_34,K03321,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,"TC.SULP; sulfate permease, SulP",ko09180,ko09183,ko02000,0.19567076359510163,0.08211023821660628,0.23561206517957894,-1.1666581572808774,2.055826377334513,0.4736049897399022,-0.5333345554902328,-1.342831721294623
62,FW510-R12_contig_1_38,K01179,Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,E3.2.1.4; endoglucanase,ko09100,ko09101,ko00500,0.236023299053819,0.3531478925683792,0.2967477621985952,0.6351149797600198,0.654480724705204,-2.603704621613962,0.334205760574262,0.09398420275367804
63,FW510-R12_contig_1_38,K01179,Environmental Information Processing,Signal transduction,Two-component system,E3.2.1.4; endoglucanase,ko09130,ko09132,ko02020,0.236023299053819,0.3531478925683792,0.2967477621985952,0.6351149797600198,0.654480724705204,-2.603704621613962,0.334205760574262,0.09398420275367804
64,FW510-R12_contig_1_38,K01183,Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,E3.2.1.14; chitinase,ko09100,ko09101,ko00520,0.236023299053819,0.3531478925683792,0.2967477621985952,0.6351149797600198,0.654480724705204,-2.603704621613962,0.334205760574262,0.09398420275367804
65,FW510-R12_contig_1_39,K00134,Metabolism,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09100,ko09101,ko00010,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
66,FW510-R12_contig_1_39,K00134,Metabolism,Energy metabolism,Carbon fixation in photosynthetic organisms,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09100,ko09102,ko00710,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
67,FW510-R12_contig_1_39,K00134,Environmental Information Processing,Signal transduction,HIF-1 signaling pathway,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09130,ko09132,ko04066,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
68,FW510-R12_contig_1_39,K00134,Human Diseases,Infectious disease: bacterial,Pathogenic Escherichia coli infection,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09160,ko09171,ko05130,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
69,FW510-R12_contig_1_39,K00134,Human Diseases,Infectious disease: bacterial,Salmonella infection,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09160,ko09171,ko05132,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
70,FW510-R12_contig_1_39,K00134,Human Diseases,Neurodegenerative disease,Alzheimer disease,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09160,ko09164,ko05010,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
71,FW510-R12_contig_1_39,K00134,Human Diseases,Cardiovascular disease,Diabetic cardiomyopathy,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09160,ko09166,ko05415,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
72,FW510-R12_contig_1_39,K00134,Brite Hierarchies,Protein families: genetic information processing,Membrane trafficking,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09180,ko09182,ko04131,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
73,FW510-R12_contig_1_39,K00134,Brite Hierarchies,Protein families: signaling and cellular processes,Exosome,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating)",ko09180,ko09183,ko04147,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
74,FW510-R12_contig_1_39,K00150,Metabolism,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)),ko09100,ko09101,ko00010,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
75,FW510-R12_contig_1_39,K00150,Metabolism,Energy metabolism,Carbon fixation in photosynthetic organisms,gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)),ko09100,ko09102,ko00710,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
76,FW510-R12_contig_1_39,K03340,Metabolism,Amino acid metabolism,Lysine biosynthesis,dapdh; diaminopimelate dehydrogenase,ko09100,ko09105,ko00300,-2.042417261520057,0.34534982098009315,0.39543074242612286,1.5355068962816756,0.24632306299233697,-0.9535614765665625,0.4745128862156219,-0.0011446708092388493
77,FW510-R12_contig_1_40,K00500,Metabolism,Amino acid metabolism,Phenylalanine metabolism,"phhA, PAH; phenylalanine-4-hydroxylase",ko09100,ko09105,ko00360,-0.6359920368808314,0.04850817843582087,0.6405453175330919,2.1960596757231814,-0.6540644666634767,-1.3736441589232204,-0.008299392093660995,-0.21311311713090722
78,FW510-R12_contig_1_40,K00500,Metabolism,Amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis","phhA, PAH; phenylalanine-4-hydroxylase",ko09100,ko09105,ko00400,-0.6359920368808314,0.04850817843582087,0.6405453175330919,2.1960596757231814,-0.6540644666634767,-1.3736441589232204,-0.008299392093660995,-0.21311311713090722
79,FW510-R12_contig_1_40,K00500,Metabolism,Metabolism of cofactors and vitamins,Folate biosynthesis,"phhA, PAH; phenylalanine-4-hydroxylase",ko09100,ko09108,ko00790,-0.6359920368808314,0.04850817843582087,0.6405453175330919,2.1960596757231814,-0.6540644666634767,-1.3736441589232204,-0.008299392093660995,-0.21311311713090722
80,FW510-R12_contig_1_41,K03719,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory",ko09180,ko09182,ko03000,0.8429826693276795,0.32840403289312936,0.04684022103531426,0.5690412020886922,0.5470765396316513,-2.511349730196102,0.430331079021213,-0.2533260138015689
81,FW510-R12_contig_1_41,K03719,Brite Hierarchies,Protein families: genetic information processing,Chromosome and associated proteins,"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory",ko09180,ko09182,ko03036,0.8429826693276795,0.32840403289312936,0.04684022103531426,0.5690412020886922,0.5470765396316513,-2.511349730196102,0.430331079021213,-0.2533260138015689
82,FW510-R12_contig_1_44,K00655,Metabolism,Lipid metabolism,Glycerolipid metabolism,plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase,ko09100,ko09103,ko00561,1.3660925494373288,0.2913236139827715,0.2634715920749879,-2.2617256468736615,-0.5938032855484418,0.6947710842264564,0.12336175466997361,0.1165083380305452
83,FW510-R12_contig_1_44,K00655,Metabolism,Lipid metabolism,Glycerophospholipid metabolism,plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase,ko09100,ko09103,ko00564,1.3660925494373288,0.2913236139827715,0.2634715920749879,-2.2617256468736615,-0.5938032855484418,0.6947710842264564,0.12336175466997361,0.1165083380305452
